domain,domain_length,subdomain_count,has_suspicious_keywords,A_record_count,ttl_avg,has_multiple_A_records,CNAME_count,MX_count,NS_count,TXT_count,has_AAAA,symbol_ratio,whois_days_to_expire,whois_success
wise.com,8.0,0.0,0.0,2.0,126.0,1.0,0.0,5.0,2.0,35.0,0.0,1.0,899.0,1.0
aftonbladet.se,14.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,6.0,22.0,0.0,1.0,341.0,1.0
youporn.com,11.0,0.0,0.0,1.0,1868.0,0.0,0.0,2.0,8.0,15.0,0.0,1.0,608.0,1.0
archiveofourown.org,19.0,0.0,0.0,2.0,99.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,617.0,1.0
dafont.com,10.0,0.0,0.0,1.0,28800.0,0.0,0.0,7.0,3.0,2.0,0.0,1.0,754.0,1.0
flashscore.com,14.0,0.0,0.0,1.0,142.0,0.0,0.0,5.0,3.0,7.0,0.0,1.0,2537.0,1.0
kompas.com,10.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,19.0,0.0,1.0,2278.0,1.0
india.com,9.0,0.0,0.0,2.0,20.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,1712.0,1.0
abovedomains.com,16.0,0.0,0.0,1.0,3463.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,-1.0,0.0
psu.edu,7.0,0.0,0.0,2.0,43200.0,1.0,0.0,4.0,4.0,21.0,0.0,1.0,678.0,1.0
yandex.by,9.0,0.0,0.0,3.0,56.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,10.0,1.0
tnaflix.com,11.0,0.0,0.0,2.0,227.0,1.0,0.0,5.0,2.0,9.0,0.0,1.0,1976.0,1.0
ucla.edu,8.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,4.0,21.0,0.0,1.0,678.0,1.0
statuspage.io,13.0,0.0,0.0,3.0,60.0,1.0,0.0,2.0,4.0,11.0,0.0,1.0,-1.0,0.0
udn.com,7.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,6.0,11.0,0.0,1.0,353.0,1.0
pluto.tv,8.0,0.0,0.0,8.0,60.0,1.0,0.0,2.0,4.0,24.0,0.0,1.0,156.0,1.0
dmm.co.jp,9.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,10.0,12.0,0.0,2.0,-1.0,0.0
dreamhost.com,13.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,3.0,8.0,1.0,1.0,366.0,1.0
biomedcentral.com,17.0,0.0,0.0,1.0,44.0,0.0,0.0,2.0,6.0,18.0,0.0,1.0,318.0,1.0
upenn.edu,9.0,0.0,0.0,1.0,86400.0,0.0,0.0,2.0,8.0,4.0,1.0,1.0,678.0,1.0
ad.nl,5.0,0.0,0.0,2.0,20.0,1.0,0.0,5.0,8.0,10.0,1.0,1.0,-1.0,0.0
fb.me,5.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,-1.0,0.0
elespanol.com,13.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,9.0,0.0,1.0,148.0,1.0
notion.so,9.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,8.0,1.0,1.0,191.0,1.0
lequipe.fr,10.0,0.0,0.0,1.0,3600.0,0.0,0.0,2.0,5.0,49.0,0.0,1.0,25.0,1.0
mmechocaptiveportal.com,23.0,0.0,0.0,8.0,34.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,283.0,1.0
furaffinity.net,15.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,5.0,1.0,1.0,117.0,1.0
jw.org,6.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0,166.0,1.0
vg.no,5.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,15.0,1.0,1.0,-1.0,0.0
faphouse.com,12.0,0.0,0.0,2.0,28.0,1.0,0.0,5.0,2.0,10.0,1.0,1.0,207.0,1.0
tcylgslb.com,12.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,229.0,1.0
boyfriendtv.com,15.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2468.0,1.0
chartbeat.net,13.0,0.0,0.0,8.0,5.0,1.0,0.0,7.0,4.0,3.0,0.0,1.0,371.0,1.0
afternic.com,12.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,538.0,1.0
nu.nl,5.0,0.0,0.0,2.0,20.0,1.0,0.0,5.0,8.0,7.0,1.0,1.0,-1.0,0.0
nintendo.com,12.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,110.0,1.0
ox.ac.uk,8.0,1.0,0.0,4.0,300.0,1.0,0.0,1.0,6.0,19.0,0.0,2.0,-1.0,0.0
vnexpress.net,13.0,0.0,0.0,1.0,13548.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,3250.0,1.0
umbrella.com,12.0,0.0,0.0,1.0,300.0,0.0,0.0,5.0,3.0,7.0,0.0,1.0,34.0,1.0
tabelog.com,11.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,128.0,1.0
ebay.it,7.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,6.0,11.0,0.0,1.0,18.0,1.0
remove.bg,9.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,4.0,1.0,1.0,-1.0,0.0
lichess.org,11.0,0.0,0.0,1.0,3336.0,0.0,0.0,5.0,2.0,5.0,1.0,1.0,631.0,1.0
nba.com,7.0,0.0,0.0,2.0,288.0,1.0,0.0,2.0,6.0,45.0,0.0,1.0,67.0,1.0
plos.org,8.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,11.0,1.0,1.0,376.0,1.0
cricbuzz.com,12.0,0.0,0.0,1.0,900.0,0.0,0.0,5.0,2.0,4.0,0.0,1.0,2764.0,1.0
akismet.com,11.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,750.0,1.0
kwimgs.com,10.0,0.0,0.0,1.0,562.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,121.0,1.0
pravda.ru,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,161.0,1.0
cookpad.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,7.0,4.0,20.0,1.0,1.0,934.0,1.0
rightmove.co.uk,15.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,3.0,18.0,0.0,2.0,351.0,1.0
newyorker.com,13.0,0.0,0.0,4.0,289.0,1.0,0.0,5.0,4.0,22.0,0.0,1.0,54.0,1.0
ynet.co.il,10.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,771.0,1.0
elconfidencial.com,18.0,0.0,0.0,2.0,300.0,1.0,0.0,7.0,4.0,16.0,0.0,1.0,728.0,1.0
mundodeportivo.com,18.0,0.0,0.0,2.0,18000.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,265.0,1.0
itmedia.co.jp,13.0,1.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,-1.0,0.0
wps.com,7.0,0.0,0.0,1.0,300.0,0.0,0.0,5.0,4.0,13.0,0.0,1.0,3414.0,1.0
acesso.gov.br,13.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,-1.0,0.0
ixbt.com,8.0,0.0,0.0,1.0,28800.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,266.0,1.0
gazzetta.it,11.0,0.0,0.0,1.0,600.0,0.0,0.0,2.0,4.0,8.0,0.0,1.0,318.0,1.0
webrootcloudav.com,18.0,0.0,0.0,3.0,60.0,1.0,0.0,9.0,4.0,1.0,0.0,1.0,87.0,1.0
wowhead.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,5.0,0.0,1.0,86.0,1.0
txnhh.com,9.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,200.0,1.0
xvv1deos.com,12.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,293.0,1.0
hln.be,6.0,0.0,0.0,2.0,20.0,1.0,0.0,5.0,8.0,12.0,1.0,1.0,-1.0,0.0
hurriyet.com.tr,15.0,1.0,0.0,1.0,86400.0,0.0,0.0,1.0,4.0,6.0,0.0,2.0,1500.0,1.0
redislabs.com,13.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,4.0,24.0,1.0,1.0,79.0,1.0
starmakerstudios.com,20.0,0.0,0.0,1.0,300.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,240.0,1.0
tgju.org,8.0,0.0,0.0,3.0,97.0,1.0,0.0,3.0,2.0,10.0,1.0,1.0,1196.0,1.0
redtube.com,11.0,0.0,0.0,1.0,1268.0,0.0,0.0,2.0,8.0,15.0,0.0,1.0,472.0,1.0
xnxx.tv,7.0,0.0,0.0,8.0,192.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,153.0,1.0
xhamster2.com,13.0,0.0,0.0,2.0,230.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,310.0,1.0
cnnbrasil.com.br,16.0,1.0,0.0,1.0,3600.0,0.0,0.0,1.0,4.0,12.0,0.0,2.0,364.0,1.0
myntra.com,10.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,6.0,12.0,0.0,1.0,2274.0,1.0
tabor.ru,8.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,143.0,1.0
ovh.net,7.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,10.0,3.0,0.0,1.0,-1.0,0.0
livescore.com,13.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,13.0,0.0,1.0,661.0,1.0
onelink.me,10.0,0.0,0.0,4.0,60.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,-1.0,0.0
livedoor.com,12.0,0.0,0.0,1.0,86400.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,93.0,1.0
marktplaats.nl,14.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,15.0,0.0,1.0,-1.0,0.0
fr.de,5.0,0.0,0.0,1.0,86400.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,-1.0,0.0
amazon.com.tr,13.0,1.0,0.0,3.0,60.0,1.0,0.0,1.0,8.0,23.0,0.0,2.0,136.0,1.0
churnzero.net,13.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,16.0,0.0,1.0,313.0,1.0
megafon.ru,10.0,0.0,0.0,2.0,180.0,1.0,0.0,8.0,3.0,13.0,0.0,1.0,300.0,1.0
calculator.net,14.0,0.0,0.0,1.0,604800.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,406.0,1.0
zdnet.com,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,17.0,0.0,1.0,1315.0,1.0
wisc.edu,8.0,0.0,0.0,1.0,14400.0,0.0,0.0,2.0,4.0,15.0,0.0,1.0,678.0,1.0
ladepeche.fr,12.0,0.0,0.0,1.0,10800.0,0.0,0.0,5.0,3.0,6.0,0.0,1.0,237.0,1.0
ertelecom.ru,12.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,175.0,1.0
unmsapp.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,279.0,1.0
excite.co.jp,12.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,-1.0,0.0
donga.com,9.0,0.0,0.0,1.0,600.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,187.0,1.0
merkur.de,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,-1.0,0.0
videy.co,8.0,0.0,0.0,3.0,300.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,141.0,1.0
coolmathgames.com,17.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,15.0,1.0,1.0,832.0,1.0
mbga.jp,7.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,5.0,0.0,1.0,101.0,1.0
umn.edu,7.0,0.0,0.0,1.0,3600.0,0.0,0.0,10.0,3.0,21.0,0.0,1.0,1044.0,1.0
donmai.us,9.0,0.0,0.0,3.0,300.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,140.0,1.0
ipinfo.io,9.0,0.0,0.0,1.0,54.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,-1.0,0.0
amazon.eg,9.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,8.0,17.0,0.0,1.0,-1.0,0.0
beget.ru,8.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,6.0,5.0,0.0,1.0,195.0,1.0
bilibili.tv,11.0,0.0,0.0,3.0,300.0,1.0,0.0,1.0,4.0,5.0,0.0,1.0,277.0,1.0
hotpepper.jp,12.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,160.0,1.0
savvis.net,10.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,7.0,4.0,0.0,1.0,45.0,1.0
lwsdns.com,10.0,0.0,0.0,1.0,21600.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,106.0,1.0
uk.com,6.0,0.0,0.0,1.0,2637.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2049.0,1.0
bmj.com,7.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,27.0,0.0,1.0,158.0,1.0
tvn24.pl,8.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,24.0,0.0,1.0,349.0,1.0
expressen.se,12.0,0.0,0.0,1.0,10.0,0.0,0.0,5.0,4.0,12.0,0.0,1.0,101.0,1.0
eepurl.com,10.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,2284.0,1.0
wordwall.net,12.0,0.0,0.0,1.0,13340.0,0.0,0.0,5.0,4.0,5.0,0.0,1.0,308.0,1.0
cam4.com,8.0,0.0,0.0,1.0,600.0,0.0,0.0,2.0,4.0,9.0,0.0,1.0,675.0,1.0
letsencrypt.org,15.0,0.0,0.0,2.0,81.0,1.0,0.0,5.0,2.0,3.0,1.0,1.0,655.0,1.0
nesine.com,10.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,2.0,8.0,0.0,1.0,2645.0,1.0
futbin.com,10.0,0.0,0.0,5.0,300.0,1.0,0.0,5.0,2.0,4.0,1.0,1.0,2009.0,1.0
thisvid.com,11.0,0.0,0.0,1.0,610.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,504.0,1.0
dlsite.com,10.0,0.0,0.0,1.0,300.0,0.0,0.0,3.0,4.0,8.0,0.0,1.0,1073.0,1.0
vice.com,8.0,0.0,0.0,1.0,240.0,0.0,0.0,5.0,4.0,29.0,0.0,1.0,1331.0,1.0
dcinside.com,12.0,0.0,0.0,1.0,1800.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,3130.0,1.0
youjizz.com,11.0,0.0,0.0,1.0,850.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1126.0,1.0
cardgames.io,12.0,0.0,0.0,4.0,49.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,-1.0,0.0
amagi.tv,8.0,0.0,0.0,8.0,5.0,1.0,0.0,6.0,4.0,7.0,0.0,1.0,292.0,1.0
russianfood.com,15.0,0.0,0.0,1.0,300.0,0.0,0.0,7.0,5.0,3.0,0.0,1.0,410.0,1.0
ilmessaggero.it,15.0,0.0,0.0,1.0,267.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,124.0,1.0
business.site,13.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,-1.0,0.0
dhl.com,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,36.0,0.0,1.0,245.0,1.0
blizzard.com,12.0,0.0,0.0,2.0,120.0,1.0,0.0,2.0,4.0,33.0,0.0,1.0,2635.0,1.0
naukri.com,10.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,6.0,11.0,0.0,1.0,3110.0,1.0
funpay.com,10.0,0.0,0.0,1.0,176.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,-1.0,0.0
starfall.com,12.0,0.0,0.0,1.0,60.0,0.0,0.0,5.0,3.0,4.0,0.0,1.0,156.0,1.0
dantri.com.vn,13.0,1.0,0.0,2.0,1105.0,1.0,0.0,7.0,2.0,6.0,0.0,2.0,-1.0,0.0
smi2.net,8.0,0.0,0.0,1.0,120.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,176.0,1.0
litnet.com,10.0,0.0,0.0,3.0,300.0,1.0,0.0,5.0,2.0,9.0,0.0,1.0,258.0,1.0
trello.com,10.0,0.0,0.0,4.0,49.0,1.0,0.0,2.0,4.0,11.0,0.0,1.0,618.0,1.0
milliyet.com.tr,15.0,1.0,0.0,1.0,86400.0,0.0,0.0,1.0,4.0,6.0,0.0,2.0,1484.0,1.0
turkiye.gov.tr,14.0,1.0,0.0,1.0,43200.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,258.0,1.0
novinky.cz,10.0,0.0,0.0,2.0,3600.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,394.0,1.0
hitomi.la,9.0,0.0,0.0,1.0,277.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1852.0,1.0
imhentai.xxx,12.0,0.0,0.0,3.0,300.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,530.0,1.0
ntppool.org,11.0,0.0,0.0,4.0,1085.0,1.0,0.0,5.0,5.0,6.0,1.0,1.0,648.0,1.0
xhamster19.com,14.0,0.0,0.0,2.0,27.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,69.0,1.0
xhamster43.desi,15.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-1.0,0.0
xhopen.com,10.0,0.0,0.0,2.0,280.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,311.0,1.0
asuracomic.net,14.0,0.0,0.0,2.0,231.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,214.0,1.0
alp.ru,6.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,102.0,1.0
haberler.com,12.0,0.0,0.0,2.0,300.0,1.0,0.0,7.0,2.0,6.0,1.0,1.0,2380.0,1.0
e-hentai.org,12.0,0.0,0.0,2.0,258.0,1.0,0.0,5.0,2.0,1.0,0.0,2.0,1296.0,1.0
ixxx.com,8.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2557.0,1.0
dagbladet.no,12.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,15.0,1.0,1.0,-1.0,0.0
jagran.com,10.0,0.0,0.0,1.0,172800.0,0.0,0.0,2.0,4.0,12.0,0.0,1.0,2310.0,1.0
emag.ro,7.0,0.0,0.0,16.0,300.0,1.0,0.0,4.0,6.0,7.0,0.0,1.0,981.0,1.0
rule34video.com,15.0,0.0,0.0,1.0,179.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,94.0,1.0
fedex.com,9.0,0.0,0.0,6.0,282.0,1.0,0.0,3.0,10.0,19.0,0.0,1.0,70.0,1.0
xxxbp.tv,8.0,0.0,0.0,2.0,240.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,2097.0,1.0
auone.jp,8.0,0.0,0.0,1.0,3600.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,191.0,1.0
24h.com.vn,10.0,1.0,0.0,2.0,38.0,1.0,0.0,6.0,3.0,6.0,0.0,2.0,-1.0,0.0
xhaccess.com,12.0,0.0,0.0,2.0,239.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,53.0,1.0
jalan.net,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,106.0,1.0
kakaku.com,10.0,0.0,0.0,2.0,214.0,1.0,0.0,1.0,4.0,9.0,0.0,1.0,289.0,1.0
sexvid.xxx,10.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,249.0,1.0
lc.chat,7.0,0.0,0.0,3.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-1.0,0.0
xhamster1.desi,14.0,0.0,0.0,2.0,279.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,-1.0,0.0
pornhub.org,11.0,0.0,0.0,1.0,3600.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,203.0,1.0
xhwide5.com,11.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,291.0,1.0
weathernews.jp,14.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,6.0,0.0,1.0,221.0,1.0
carsensor.net,13.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,161.0,1.0
hulu.com,8.0,0.0,0.0,6.0,14.0,1.0,0.0,1.0,8.0,24.0,0.0,1.0,154.0,1.0
tenki.jp,8.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,191.0,1.0
xnxx-arabic.com,15.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,255.0,1.0
xnxx.es,7.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,-1.0,0.0
cmoa.jp,7.0,0.0,0.0,1.0,259.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,160.0,1.0
superporn.com,13.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,24.0,1.0
ilmeteo.it,10.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,6.0,1.0,1.0,259.0,1.0
edna.ru,7.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,232.0,1.0
xhamster3.com,13.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,206.0,1.0
index.hr,8.0,0.0,0.0,5.0,300.0,1.0,0.0,7.0,2.0,6.0,0.0,1.0,1089.0,1.0
iplt20.com,10.0,0.0,0.0,2.0,1800.0,1.0,0.0,5.0,6.0,5.0,0.0,1.0,3326.0,1.0
granbluefantasy.jp,18.0,0.0,0.0,4.0,20.0,1.0,0.0,3.0,8.0,1.0,0.0,1.0,313.0,1.0
sun.com,7.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,180.0,1.0
fmkorea.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,2358.0,1.0
iltalehti.fi,12.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,6.0,1.0,1.0,344.0,1.0
gelbooru.com,12.0,0.0,0.0,3.0,300.0,1.0,0.0,7.0,2.0,1.0,1.0,1.0,1708.0,1.0
imagefap.com,12.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2328.0,1.0
ssstik.io,9.0,0.0,0.0,2.0,262.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,-1.0,0.0
1mg.com,7.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,9.0,1.0,1.0,322.0,1.0
protothema.gr,13.0,0.0,0.0,2.0,20.0,1.0,0.0,5.0,6.0,2.0,1.0,1.0,-1.0,0.0
uidai.gov.in,12.0,1.0,0.0,2.0,233.0,1.0,0.0,1.0,4.0,10.0,0.0,2.0,281.0,1.0
suumo.jp,8.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,221.0,1.0
vmware.com,10.0,0.0,0.0,3.0,119.0,1.0,0.0,1.0,6.0,53.0,0.0,1.0,1591.0,1.0
youm7.com,9.0,0.0,0.0,2.0,300.0,1.0,0.0,7.0,2.0,8.0,1.0,1.0,804.0,1.0
espressif.com,13.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,5.0,0.0,1.0,323.0,1.0
kooora.com,10.0,0.0,0.0,3.0,60.0,1.0,0.0,5.0,4.0,11.0,0.0,1.0,710.0,1.0
adrta.com,9.0,0.0,0.0,8.0,40.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,1006.0,1.0
uisp.com,8.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,13.0,1.0
eltiempo.es,11.0,0.0,0.0,2.0,60.0,1.0,0.0,5.0,4.0,5.0,0.0,1.0,-1.0,0.0
khabaronline.ir,15.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,-1.0,0.0
boardgamearena.com,18.0,0.0,0.0,1.0,356.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,-1.0,0.0
fuq.com,7.0,0.0,0.0,2.0,145.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2399.0,1.0
blic.rs,7.0,0.0,0.0,2.0,60.0,1.0,0.0,5.0,4.0,5.0,0.0,1.0,217.0,1.0
jutarnji.hr,11.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,10.0,1.0,1.0,570.0,1.0
gst.gov.in,10.0,1.0,0.0,1.0,262.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,19.0,1.0
bato.to,7.0,0.0,0.0,1.0,1461.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,131.0,1.0
pornhat.com,11.0,0.0,0.0,3.0,233.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,582.0,1.0
sxyprn.com,10.0,0.0,0.0,2.0,68.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1657.0,1.0
fatalmodel.com,14.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,3032.0,1.0
tokyomotion.net,15.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,344.0,1.0
game8.jp,8.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,12.0,0.0,1.0,344.0,1.0
fapello.com,11.0,0.0,0.0,2.0,104.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,385.0,1.0
mat6tube.com,12.0,0.0,0.0,1.0,2154.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,238.0,1.0
ekstrabladet.dk,15.0,0.0,0.0,4.0,3600.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,-1.0,0.0
inven.co.kr,11.0,1.0,0.0,1.0,600.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,1112.0,1.0
snaptik.app,11.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-1.0,0.0
betway.co.za,12.0,1.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,7.0,0.0,2.0,300.0,1.0
sex-studentki.pub,17.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,-1.0,0.0
dw.com,6.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,4.0,10.0,0.0,1.0,76.0,1.0
3bmeteo.com,11.0,0.0,0.0,2.0,300.0,1.0,0.0,7.0,2.0,6.0,1.0,1.0,206.0,1.0
haber7.com,10.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,475.0,1.0
